class_Id,weenie_name,weenie_type,property_type,icon_type,icon_decimal,icon_hex
4616,Great Mana Charge,37,8,MainIcon,100676300,32CC
4618,Holtburg West Training Academy Portal,7,8,MainIcon,100667499,106B
4621,Newbie Water Generator,1,8,MainIcon,100667494,1066
4622,Low Water Generator,1,8,MainIcon,100667494,1066
4623,Low Central Forest Mix Generator,1,8,MainIcon,100667494,1066
4632,Yaraq East Training Academy Portal,7,8,MainIcon,100667499,106B
4634,Yaraq North Training Academy Portal,7,8,MainIcon,100667499,106B
4636,Al-Arqas 1 mile Sign,1,8,MainIcon,100668115,12D3
4637,Al-Arqas 2 miles Sign,1,8,MainIcon,100668115,12D3
4638,Al-Arqas 3 Miles Sign,1,8,MainIcon,100668115,12D3
4639,Armaments of Truth,1,8,MainIcon,100668115,12D3
4640,Sidzika's Supplies,1,8,MainIcon,100668115,12D3
4641,Al-Arqas 1/2 mile Sign,1,8,MainIcon,100668115,12D3
4642,House of Peace,1,8,MainIcon,100668115,12D3
4643,House of Treasure,1,8,MainIcon,100668115,12D3
4644,General Goods and Supplies,1,8,MainIcon,100668115,12D3
4645,Al-Arqas,1,8,MainIcon,100668115,12D3
4646,Tavern at Al-Arqas,1,8,MainIcon,100668115,12D3
4647,North Al-Arqas Outpost General Store,1,8,MainIcon,100668115,12D3
4648,Al-Arqas Outpost ,1,8,MainIcon,100668115,12D3
4649,West Al-Arqas Outpost Supplies,1,8,MainIcon,100668115,12D3
4650,Al-Jalima 1 mile Sign,1,8,MainIcon,100668115,12D3
4651,Al-Jalima 2 miles Sign,1,8,MainIcon,100668115,12D3
4652,Al-Jalima 3 Miles Sign,1,8,MainIcon,100668115,12D3
4653,Wisdom's Way,1,8,MainIcon,100668115,12D3
4654,Al-Jalima Smithy,1,8,MainIcon,100668115,12D3
4655,Al-Jalima Bows,1,8,MainIcon,100668115,12D3
4656,Al-Jalima 1/2 mile Sign,1,8,MainIcon,100668115,12D3
4657,Al-Jalima Supplies,1,8,MainIcon,100668115,12D3
4658,Al-Jalima,1,8,MainIcon,100668115,12D3
4659,Khayyaban: 1 mile,1,8,MainIcon,100668115,12D3
4660,Khayyaban: 2 miles,1,8,MainIcon,100668115,12D3
4661,Khayyaban: 3 miles,1,8,MainIcon,100668115,12D3
4662,Desert Magic Supplies,1,8,MainIcon,100668115,12D3
4663,Blade of the Desert,1,8,MainIcon,100668115,12D3
4664,Safruya's Bows,1,8,MainIcon,100668115,12D3
4665,Khayyaban: 1/2 mile,1,8,MainIcon,100668115,12D3
4666,Desert's Respite,1,8,MainIcon,100668115,12D3
4667,General Supplies,1,8,MainIcon,100668115,12D3
4668,Khayyaban,1,8,MainIcon,100668115,12D3
4669,Zayjay's Clothing,1,8,MainIcon,100668115,12D3
4670,The Skeleton's Mug,1,8,MainIcon,100668115,12D3
4671,East Samsur Outpost Supplies,1,8,MainIcon,100668115,12D3
4672,Northwest Samsur Outpost General Store,1,8,MainIcon,100668115,12D3
4673,Samsur Outpost,1,8,MainIcon,100668115,12D3
4674,East Yaraq Outpost General Store,1,8,MainIcon,100668115,12D3
4675,North Yaraq Outpost Supplies,1,8,MainIcon,100668115,12D3
4676,Yaraq Outpost,1,8,MainIcon,100668115,12D3
4677,Archmage Jiz ibn Ijfai,12,8,MainIcon,100667446,1036
4678,Itir ibn Ativ the Barkeep,12,8,MainIcon,100667446,1036
4679,Smith Dah bint Nas,12,8,MainIcon,100667446,1036
4680,Muta al-Mai the Bowyer,12,8,MainIcon,100667446,1036
4681,Sidzika the Grocer,12,8,MainIcon,100667446,1036
4682,Healer Sunwi,12,8,MainIcon,100667446,1036
4683,Hinnabqiq the Jeweler,12,8,MainIcon,100667446,1036
4684,Bashkiya the Scribe,12,8,MainIcon,100667446,1036
4685,Shopkeep Qufar ibn Ijtalwa,12,8,MainIcon,100667446,1036
4686,Tailor Najsun,12,8,MainIcon,100667446,1036
4687,Shopkeeper Yasiya,12,8,MainIcon,100667446,1036
4688,Shopkeeper Tirua,12,8,MainIcon,100667446,1036
4689,Archmage Marnai ibn Ayyar,12,8,MainIcon,100667446,1036
4690,Busbawasa the Smith,12,8,MainIcon,100667446,1036
4691,Rah bint Khurdig the Bowyer,12,8,MainIcon,100667446,1036
4692,Healer Hansur al-Hirwak,12,8,MainIcon,100667446,1036
4693,Su'nah bint Arfiz the Shopkeeper,12,8,MainIcon,100667446,1036
4694,Najmima the Archmage,12,8,MainIcon,100667446,1036
4695,Armorer Hinfiya bint Ju,12,8,MainIcon,100667446,1036
4696,Barkeep Mausin ibn Hi,12,8,MainIcon,100667446,1036
4697,Bowyer Safruya bint Bilak,12,8,MainIcon,100667446,1036
4698,Grocer Sina bint Idnun,12,8,MainIcon,100667446,1036
4699,Tumina the Healer,12,8,MainIcon,100667446,1036
4700,Jeweler Hawtala bint Arsha,12,8,MainIcon,100667446,1036
4701,Scribe Tashwi ibn Sayat,12,8,MainIcon,100667446,1036
4702,Najsuf al-Afan the Shopkeeper,12,8,MainIcon,100667446,1036
4703,Tailor Zayjah,12,8,MainIcon,100667446,1036
4704,Weaponsmith Mura bint Mu'ja,12,8,MainIcon,100667446,1036
4705,Ashqa the Shopkeeper,12,8,MainIcon,100667446,1036
4706,Nu'nifiba the Shopkeeper,12,8,MainIcon,100667446,1036
4707,Lu'zura the Shopkeeper,12,8,MainIcon,100667446,1036
4708,Atqur the Shopkeeper,12,8,MainIcon,100667446,1036
4709,Apple Pie,18,8,MainIcon,100669942,19F6
4710,Beef Kebab,18,8,MainIcon,100669944,19F8
4711,Beef Noodle,18,8,MainIcon,100670181,1AE5
4712,Beef Rice,18,8,MainIcon,100670306,1B62
4713,Beef Stew,18,8,MainIcon,100669946,19FA
4714,Chicken Kebab,18,8,MainIcon,100669948,19FC
4715,Chicken Noodle,18,8,MainIcon,100669966,1A0E
4716,Chicken Pie,18,8,MainIcon,100669949,19FD
4717,Chicken Piece,18,8,MainIcon,100669950,19FE
4718,Chicken Rice,18,8,MainIcon,100669968,1A10
4719,Chicken Stew,18,8,MainIcon,100669951,19FF
4720,Coleslaw,18,8,MainIcon,100669952,1A00
4721,Cookie,18,8,MainIcon,100670038,1A56
4722,Fish Filet,18,8,MainIcon,100669955,1A03
4723,Fish Kebab,18,8,MainIcon,100669956,1A04
4724,Fish Noodle,18,8,MainIcon,100670180,1AE4
4725,Fish Pie,18,8,MainIcon,100669957,1A05
4726,Fish Stew,18,8,MainIcon,100669958,1A06
4727,Flat Bread,18,8,MainIcon,100670179,1AE3
4728,Fried Chicken,18,8,MainIcon,100670268,1B3C
4729,Fried Egg,18,8,MainIcon,100669960,1A08
4730,Fried Fish Filet,18,8,MainIcon,100670269,1B3D
4731,Fried Mushroom,18,8,MainIcon,100670270,1B3E
4732,Fried Steak,18,8,MainIcon,100670271,1B3F
4733,Kimchi,18,8,MainIcon,100668106,12CA
4734,Meat Pie,18,8,MainIcon,100669945,19F9
4735,Mushroom Kebab,18,8,MainIcon,100669963,1A0B
4736,Mushroom Noodle,18,8,MainIcon,100670184,1AE8
4737,Mushroom Pie,18,8,MainIcon,100669964,1A0C
4738,Mushroom Rice,18,8,MainIcon,100670308,1B64
4739,Pickled Egg,18,8,MainIcon,100670178,1AE2
4740,Pickled Fish,18,8,MainIcon,100670298,1B5A
4741,Pizza,18,8,MainIcon,100669967,1A0F
4742,Steak,18,8,MainIcon,100667464,1048
4743,Stuffed Grape Leaf,18,8,MainIcon,100669970,1A12
4744,Sushi,18,8,MainIcon,100669971,1A13
4745,Viamont Toast,18,8,MainIcon,100670039,1A57
4746,Water,18,8,MainIcon,100670632,1CA8
4747,Alembic,44,8,MainIcon,100669991,1A27
4748,Aqua Incanta,44,8,MainIcon,100669992,1A28
4749,Fire Infusion,44,8,MainIcon,100669999,1A2F
4750,Fire Oil,44,8,MainIcon,100670009,1A39
4751,Mortar and Pestle,44,8,MainIcon,100670116,1AA4
4752,Batter,44,8,MainIcon,100669943,19F7
4753,Side of Beef,18,8,MainIcon,100670310,1B66
4754,Baking Pan,44,8,MainIcon,100669993,1A29
4755,Brine,44,8,MainIcon,100669947,19FB
4756,Cake Batter,44,8,MainIcon,100669943,19F7
4757,Carving Knife,44,8,MainIcon,100670174,1ADE
4758,Cookie Dough,44,8,MainIcon,100669953,1A01
4759,Cooking Pot,44,8,MainIcon,100669994,1A2A
4760,Dough,44,8,MainIcon,100669954,1A02
4761,Flour,44,8,MainIcon,100669959,1A07
4762,Frying Pan,44,8,MainIcon,100669995,1A2B
4763,Honey,44,8,MainIcon,100669961,1A09
4764,Noodle Cutter,44,8,MainIcon,100670005,1A35
4765,Raw Noodles,44,8,MainIcon,100670183,1AE7
4766,Rennet,44,8,MainIcon,100669969,1A11
4767,Skewer,44,8,MainIcon,100670013,1A3D
4768,Uncooked Rice,44,8,MainIcon,100670182,1AE6
4769,Collector Aluvian Gen,1,8,MainIcon,100667494,1066
4770,Collector Gharundim Gen,1,8,MainIcon,100667494,1066
4771,Sho Jewel Collector Gen,1,8,MainIcon,100667494,1066
4772,Sho Collector Gen,1,8,MainIcon,100667494,1066
4773,Gharundim Stone Collector Gen,1,8,MainIcon,100667494,1066
4774,Aluvian Tumerok Collector Gen,1,8,MainIcon,100667494,1066
4775,Aluvian Wing Collector Gen,1,8,MainIcon,100667494,1066
4776,Sho Wing Collector Gen,1,8,MainIcon,100667494,1066
4777,Aluvian Ivory Collector Gen,1,8,MainIcon,100667494,1066
4778,Gharundim Ivory Collector Gen,1,8,MainIcon,100667494,1066
4779,Glenden Wood Alchemist Gen,1,8,MainIcon,100667494,1066
4780,Aluvian Leather Crafter Gen,1,8,MainIcon,100667494,1066
4781,Gharundim Leather Crafter Gen,1,8,MainIcon,100667494,1066
4782,Sho Leather Crafter Gen,1,8,MainIcon,100667494,1066
4783,Gharundim Obsidian Alchemist Gen,1,8,MainIcon,100667494,1066
4784,Sho Enchanter Gen,1,8,MainIcon,100667494,1066
4785,Aluvian Obsidian Smith Gen,1,8,MainIcon,100667494,1066
4786,Olthoi Hunter Gen,1,8,MainIcon,100667494,1066
4787,Gharundim Trophy Smith Gen,1,8,MainIcon,100667494,1066
4788,Sho Trophy Smith Gen,1,8,MainIcon,100667494,1066
4789,Obsidian Enchantress,10,8,MainIcon,100667446,1036
4790,Chest,20,8,MainIcon,100667424,1020
4791,Chest,20,8,MainIcon,100667424,1020
4792,Celcynd's Ring,1,8,MainIcon,100667317,0FB5
4793,Brentsella's Key,22,8,MainIcon,100667486,105E
4794,Brentsella,10,8,MainIcon,100667446,1036
4795,Celcynd the Dour,10,8,MainIcon,100667446,1036
4796,Mindorla,10,8,MainIcon,100667446,1036
4797,Letter to Celcynd,8,8,MainIcon,100667503,106F
4798,Letter to Celcynd,8,8,MainIcon,100667503,106F
4799,Practice Wand,35,8,MainIcon,100667509,1075
4800,Practice Staff,35,8,MainIcon,100668702,151E
4801,Practice Sceptre,35,8,MainIcon,100668792,1578
4802,Fort Tununska Portal,7,8,MainIcon,100667499,106B
4803,Surface Portal,7,8,MainIcon,100667499,106B
4804,Slithis Spine,4,8,MainIcon,100671205,1EE5
4805,Sarcophagus,20,8,MainIcon,100668103,12C7
4806,Sarcophagus,20,8,MainIcon,100668103,12C7
4807,Sarcophagus,20,8,MainIcon,100668103,12C7
4808,Sarcophagus,20,8,MainIcon,100668103,12C7
4809,Sarcophagus,20,8,MainIcon,100668103,12C7
4810,Sarcophagus,20,8,MainIcon,100668103,12C7
4811,Sarcophagus,20,8,MainIcon,100668103,12C7
4812,Sarcophagus,20,8,MainIcon,100668103,12C7
4813,Sarcophagus,20,8,MainIcon,100668103,12C7
4814,Sarcophagus,20,8,MainIcon,100668103,12C7
4815,Sarcophagus,20,8,MainIcon,100668103,12C7
4816,Sarcophagus,20,8,MainIcon,100668103,12C7
4817,Sarcophagus,20,8,MainIcon,100668103,12C7
4818,Sarcophagus,20,8,MainIcon,100668103,12C7
4819,Sarcophagus,20,8,MainIcon,100668103,12C7
4820,Sarcophagus,20,8,MainIcon,100668103,12C7
4821,Sarcophagus,20,8,MainIcon,100668103,12C7
4822,Sarcophagus,20,8,MainIcon,100668103,12C7
4823,Sarcophagus,20,8,MainIcon,100668103,12C7
4824,Sarcophagus,20,8,MainIcon,100668103,12C7
4825,Sarcophagus,20,8,MainIcon,100668103,12C7
4826,Sarcophagus,20,8,MainIcon,100668103,12C7
4827,Sarcophagus,20,8,MainIcon,100668103,12C7
4828,Sarcophagus,20,8,MainIcon,100668103,12C7
4829,Sarcophagus,20,8,MainIcon,100668103,12C7
4830,Sarcophagus,20,8,MainIcon,100668103,12C7
4831,Sarcophagus,20,8,MainIcon,100668103,12C7
4832,Sarcophagus,20,8,MainIcon,100668103,12C7
4833,Sarcophagus,20,8,MainIcon,100668103,12C7
4834,Sarcophagus,20,8,MainIcon,100668103,12C7
4835,Sarcophagus,20,8,MainIcon,100668103,12C7
4836,Sarcophagus,20,8,MainIcon,100668103,12C7
4837,Sarcophagus,20,8,MainIcon,100668103,12C7
4838,Sarcophagus,20,8,MainIcon,100668103,12C7
4839,Sarcophagus,20,8,MainIcon,100668103,12C7
4840,Sarcophagus,20,8,MainIcon,100668103,12C7
4841,Sarcophagus,20,8,MainIcon,100668103,12C7
4842,Sarcophagus,20,8,MainIcon,100668103,12C7
4843,Sarcophagus,20,8,MainIcon,100668103,12C7
4844,Sarcophagus,20,8,MainIcon,100668103,12C7
4845,Sarcophagus,20,8,MainIcon,100668103,12C7
4846,Sarcophagus,20,8,MainIcon,100668103,12C7
4847,Sarcophagus,20,8,MainIcon,100668103,12C7
4848,Sarcophagus,20,8,MainIcon,100668103,12C7
4849,Sarcophagus,20,8,MainIcon,100668103,12C7
4850,Sarcophagus,20,8,MainIcon,100668103,12C7
4851,Sarcophagus,20,8,MainIcon,100668103,12C7
4852,Sarcophagus,20,8,MainIcon,100668103,12C7
4853,Sarcophagus,20,8,MainIcon,100668103,12C7
4854,Sarcophagus,20,8,MainIcon,100668103,12C7
4855,Sarcophagus,20,8,MainIcon,100668103,12C7
4856,Sarcophagus,20,8,MainIcon,100668103,12C7
4857,Sarcophagus,20,8,MainIcon,100668103,12C7
4858,Sarcophagus,20,8,MainIcon,100668103,12C7
4859,Sarcophagus,20,8,MainIcon,100668103,12C7
4860,Sarcophagus,20,8,MainIcon,100668103,12C7
4861,Sarcophagus,20,8,MainIcon,100668103,12C7
4862,Sarcophagus,20,8,MainIcon,100668103,12C7
4863,Sarcophagus,20,8,MainIcon,100668103,12C7
4864,Sarcophagus,20,8,MainIcon,100668103,12C7
4865,Sarcophagus,20,8,MainIcon,100668103,12C7
4866,Sarcophagus,20,8,MainIcon,100668103,12C7
4867,Sarcophagus,20,8,MainIcon,100668103,12C7
4868,Sarcophagus,20,8,MainIcon,100668103,12C7
4869,Sarcophagus,20,8,MainIcon,100668103,12C7
4870,Sarcophagus,20,8,MainIcon,100668103,12C7
4871,Sarcophagus,20,8,MainIcon,100668103,12C7
4872,Sarcophagus,20,8,MainIcon,100668103,12C7
4873,Sarcophagus,20,8,MainIcon,100668103,12C7
4874,Sarcophagus,20,8,MainIcon,100668103,12C7
4875,Sarcophagus,20,8,MainIcon,100668103,12C7
4876,Sarcophagus,20,8,MainIcon,100668103,12C7
4877,Sarcophagus,20,8,MainIcon,100668103,12C7
4878,Sarcophagus,20,8,MainIcon,100668103,12C7
4879,Sarcophagus,20,8,MainIcon,100668103,12C7
4880,Sarcophagus,20,8,MainIcon,100668103,12C7
4881,Sarcophagus,20,8,MainIcon,100668103,12C7
4882,Sarcophagus,20,8,MainIcon,100668103,12C7
4883,Guardian Crypt Portal,7,8,MainIcon,100667499,106B
4884,Surface Portal,7,8,MainIcon,100667499,106B
4885,Guardian's Treasure Portal,7,8,MainIcon,100667499,106B
4886,Chest,20,8,MainIcon,100667424,1020
4887,Chest,20,8,MainIcon,100667424,1020
4888,Chest,20,8,MainIcon,100667424,1020
4889,Distillery Ambrosia,18,8,MainIcon,100667410,1012
4890,Distillery Dew,18,8,MainIcon,100667410,1012
4891,Distillery Nectar,18,8,MainIcon,100667410,1012
4892,Note from Aleval,1,8,MainIcon,100668115,12D3
4893,Door,19,8,MainIcon,100668183,1317
4894,Key from Aleval,22,8,MainIcon,100668439,1417
4895,Lost Distillery Portal,7,8,MainIcon,100667499,106B
4896,Surface Portal,7,8,MainIcon,100667499,106B
4897,Guardian of the Crypt,10,8,MainIcon,100669124,16C4
4898,Door,19,8,MainIcon,100668183,1317
4899,Door,19,8,MainIcon,100668183,1317
4900,Door,19,8,MainIcon,100668183,1317
4901,Key,22,8,MainIcon,100668435,1413
4902,Key,22,8,MainIcon,100667483,105B
4903,Key,22,8,MainIcon,100668439,1417
4910,Mattekar Cave,7,8,MainIcon,100667499,106B
4911,Surface Portal,7,8,MainIcon,100667499,106B
4912,Overlord's Sword,6,8,MainIcon,100667610,10DA
4913,Wedding band,38,8,MainIcon,100668562,1492
4914,Aluvian Wand,35,8,MainIcon,100667509,1075
4915,Sho Wand,35,8,MainIcon,100667509,1075
4916,Gharu'ndim Wand,35,8,MainIcon,100667509,1075
4917,Bone Lair,7,8,MainIcon,100667499,106B
4918,Surface,7,8,MainIcon,100667499,106B
4919,Witch Cave Portal,7,8,MainIcon,100667499,106B
4920,Surface Portal,7,8,MainIcon,100667499,106B
4921,Virindi Fort Portal,7,8,MainIcon,100667499,106B
4922,Surface Portal,7,8,MainIcon,100667499,106B
4923,Water Temple Portal,7,8,MainIcon,100667499,106B
4924,Surface Portal,7,8,MainIcon,100667499,106B
4925,Phyntos Menace,7,8,MainIcon,100667499,106B
4926,Surface,7,8,MainIcon,100667499,106B
4927,Filos' Doom,7,8,MainIcon,100667499,106B
4928,Surface,7,8,MainIcon,100667499,106B
4929,Desert Ruin Portal,7,8,MainIcon,100667499,106B
4930,Surface Portal,7,8,MainIcon,100667499,106B
4931,Deserted Ruin Portal,7,8,MainIcon,100667499,106B
4932,Surface Portal,7,8,MainIcon,100667499,106B
4933,Old Warehouse,7,8,MainIcon,100667499,106B
4934,Surface Portal,7,8,MainIcon,100667499,106B
4935,Holtburg Redoubt,7,8,MainIcon,100667499,106B
4936,Surface,7,8,MainIcon,100667499,106B
4937,Cave of Alabree,7,8,MainIcon,100667499,106B
4938,Surface,7,8,MainIcon,100667499,106B
4939,Unfinished Temple Portal,7,8,MainIcon,100667499,106B
4940,Surface Portal,7,8,MainIcon,100667499,106B
4941,Banished Assembly,7,8,MainIcon,100667499,106B
4942,Surface,7,8,MainIcon,100667499,106B
4943,Abandoned Shops Portal,7,8,MainIcon,100667499,106B
4944,Surface Portal,7,8,MainIcon,100667499,106B
4945,Crosspaths Portal,7,8,MainIcon,100667499,106B
4946,Surface Portal,7,8,MainIcon,100667499,106B
4947,Dry Well Portal,7,8,MainIcon,100667499,106B
4948,Surface Portal,7,8,MainIcon,100667499,106B
4949,Recovered Temple Portal,7,8,MainIcon,100667499,106B
4950,Surface Portal,7,8,MainIcon,100667499,106B
4951,Wasp Temple Portal,7,8,MainIcon,100667499,106B
4952,Surface Portal,7,8,MainIcon,100667499,106B
4953,Lytaway Portal,7,8,MainIcon,100667499,106B
4954,Surface Portal,7,8,MainIcon,100667499,106B
4955,Stone Cathedral,7,8,MainIcon,100667499,106B
4956,Surface,7,8,MainIcon,100667499,106B
4957,Tumerok Lair Portal,7,8,MainIcon,100667499,106B
4958,Surface Portal,7,8,MainIcon,100667499,106B
4959,Empyrean Garrison,7,8,MainIcon,100667499,106B
4960,Surface,7,8,MainIcon,100667499,106B
4961,Forgotten Temple Portal,7,8,MainIcon,100667499,106B
4962,Surface Portal,7,8,MainIcon,100667499,106B
4963,Ruined Cave Outpost Portal,7,8,MainIcon,100667499,106B
4964,Surface Portal,7,8,MainIcon,100667499,106B
4965,Shreth Hive Portal,7,8,MainIcon,100667499,106B
4966,Surface,7,8,MainIcon,100667499,106B
4967,Meditation Center Portal,7,8,MainIcon,100667499,106B
4968,Surface Portal,7,8,MainIcon,100667499,106B
4969,Eastern Subway Portal,7,8,MainIcon,100667499,106B
4970,Surface Portal,7,8,MainIcon,100667499,106B
4971,Darkened Halls Portal,7,8,MainIcon,100667499,106B
4972,Surface Portal,7,8,MainIcon,100667499,106B
4973,Swamp Ruin Portal,7,8,MainIcon,100667499,106B
4974,Surface Portal,7,8,MainIcon,100667499,106B
4975,Impious Temple Portal,7,8,MainIcon,100667499,106B
4976,Surface Portal,7,8,MainIcon,100667499,106B
4977,Eastern Subway Portal,7,8,MainIcon,100667499,106B
4978,Surface Portal,7,8,MainIcon,100667499,106B
4979,Sewer,13,8,MainIcon,100667465,1049
4980,Refreshing Fountain,13,8,MainIcon,100667465,1049
4981,Ice Heaume of Frore,2,8,MainIcon,100667349,0FD5
4982,Hammer of Frore,6,8,MainIcon,100667619,10E3
4983,Arrow of Frore,5,8,MainIcon,100667622,10E6
4984,Gelidite Acolyte,10,8,MainIcon,100667942,1226
4985,Frost Mattekar,10,8,MainIcon,100669121,16C1
4986,Gelidite Initiate,10,8,MainIcon,100667942,1226
4987,Undead,10,8,MainIcon,100667942,1226
4988,Door,19,8,MainIcon,100668183,1317
4989,Door,19,8,MainIcon,100668183,1317
4990,Key of Frore,22,8,MainIcon,100668441,1419
4991,Fenngar,10,8,MainIcon,100667942,1226
4992,Ferundi,10,8,MainIcon,100667942,1226
4993,Frisander,10,8,MainIcon,100667942,1226
4994,Parchment,8,8,MainIcon,100667470,104E
4995,Torn Journal,8,8,MainIcon,100667470,104E
4996,Torn Journal,8,8,MainIcon,100667470,104E
4997,Chilly Air Level 1,13,8,MainIcon,100667465,1049
4998,Chilly Air Level 2,13,8,MainIcon,100667465,1049
4999,Chilly Air Level 3,13,8,MainIcon,100667465,1049
5000,ChillyAirLevel3,13,8,MainIcon,100667465,1049
5001,Lytelthorpe Portal Directions,8,8,MainIcon,100668176,1310
5002,Nanto Portal Directions,8,8,MainIcon,100668176,1310
5003,Al-Arqas Portal Directions,8,8,MainIcon,100668176,1310
5004,Warehouse Directions,8,8,MainIcon,100668176,1310
5005,Empyrean Garrison Directions,8,8,MainIcon,100668176,1310
5006,Desert Ruin Directions,8,8,MainIcon,100668176,1310
5007,Lost Distillery Directions,8,8,MainIcon,100668176,1310
5008,Door,19,8,MainIcon,100668183,1317
5009,Shop Key,22,8,MainIcon,100668439,1417
5010,Necklace,1,8,MainIcon,100668752,1550
5011,Chest,20,8,MainIcon,100667424,1020
5012,Chest,20,8,MainIcon,100667424,1020
5013,Key from Lost Distillery,22,8,MainIcon,100667485,105D
5014,Large Chest,20,8,MainIcon,100667424,1020
5015,Large Chest,20,8,MainIcon,100667424,1020
5016,Dull Dagger,6,8,MainIcon,100668875,15CB
5017,Dagger of Tikola,6,8,MainIcon,100668935,1607
5018,Cellar Door,19,8,MainIcon,100668183,1317
5019,Door,19,8,MainIcon,100668183,1317
5020,Felscuda,10,8,MainIcon,100667446,1036
5021,Key,22,8,MainIcon,100668437,1415
5022,Key,22,8,MainIcon,100667485,105D
5023,Old Nectar,18,8,MainIcon,100667410,1012
5024,Raxanza Folthid,10,8,MainIcon,100667446,1036
5025,Aste Sclavus,10,8,MainIcon,100669120,16C0
5026,Antique Platter,1,8,MainIcon,100668119,12D7
5027,Brogord's Axe,6,8,MainIcon,100668985,1639
5028,Directions to the Holtburg Redoubt ,8,8,MainIcon,100675770,30BA
5029,Directions to the Cave of Alabree ,8,8,MainIcon,100675770,30BA
5030,Armory Door,19,8,MainIcon,100668183,1317
5031,Bunkroom Door,19,8,MainIcon,100668183,1317
5032,Wedding Band,1,8,MainIcon,100667317,0FB5
5033,Flinrala Ryndmad,10,8,MainIcon,100667446,1036
5035,Worcer,10,8,MainIcon,100667446,1036
5036,Hope Chest,20,8,MainIcon,100667424,1020
5037,Tumerok Key,22,8,MainIcon,100667485,105D
5038,Hardunna's Key,22,8,MainIcon,100667485,105D
5039,Worcer's Key,22,8,MainIcon,100667485,105D
5040,Hasty note,8,8,MainIcon,100668176,1310
5041,Scrap of parchment,8,8,MainIcon,100668176,1310
5042,Historical Marker,1,8,MainIcon,100668115,12D3
5043,Theories about Wings,8,8,MainIcon,100667470,104E
5044,Chest,20,8,MainIcon,100667424,1020
5045,Chest,20,8,MainIcon,100667424,1020
5046,Lord Aleval,10,8,MainIcon,100667446,1036
5047,Beltslora,10,8,MainIcon,100667446,1036
5048,Ercel,10,8,MainIcon,100667446,1036
5049,Beltslora's recommendation letter,8,8,MainIcon,100668176,1310
5050,Ercel's recommendation letter,8,8,MainIcon,100668176,1310
5051,Beltslora's Pretty Shirt,2,8,MainIcon,100667373,0FED
5052,Lou Ei's bracelet,1,8,MainIcon,100668622,14CE
5053,Chest,20,8,MainIcon,100667424,1020
5054,Chest,20,8,MainIcon,100667424,1020
5055,Chest,20,8,MainIcon,100667424,1020
5056,Chest,20,8,MainIcon,100667424,1020
5057,Door,19,8,MainIcon,100668183,1317
5058,Te Ven's Key,22,8,MainIcon,100667485,105D
5059,Writings,8,8,MainIcon,100668176,1310
5060,Writings,8,8,MainIcon,100668176,1310
5061,Writings,8,8,MainIcon,100668176,1310
5062,Writings,8,8,MainIcon,100668176,1310
5063,Dai Ya the Scholar,10,8,MainIcon,100667446,1036
5064,Lou Ei ,10,8,MainIcon,100667446,1036
5065,Te Ven,10,8,MainIcon,100667446,1036
5066,Al-Arqas North Outpost ,1,8,MainIcon,100668115,12D3
5067,West Al-Arqas Outpost,1,8,MainIcon,100668115,12D3
5068,South Holtburg Outpost,1,8,MainIcon,100668115,12D3
5069,West Holtburg Outpost,1,8,MainIcon,100668115,12D3
5070,East Lytelthorpe Outpost,1,8,MainIcon,100668115,12D3
5071,West Lytelthorpe Outpost,1,8,MainIcon,100668115,12D3
5072,East Nanto Outpost,1,8,MainIcon,100668115,12D3
5073,North Nanto Outpost,1,8,MainIcon,100668115,12D3
5074,East Rithwic Outpost,1,8,MainIcon,100668115,12D3
5075,South Rithwic Outpost,1,8,MainIcon,100668115,12D3
5076,East Samsur Outpost,1,8,MainIcon,100668115,12D3
5077,Northwest Samsur Outpost,1,8,MainIcon,100668115,12D3
5078,Southeast Shoushi Outpost,1,8,MainIcon,100668115,12D3
5079,West Shoushi Outpost,1,8,MainIcon,100668115,12D3
5080,North Yanshi Outpost,1,8,MainIcon,100668115,12D3
5081,South Yanshi Outpost,1,8,MainIcon,100668115,12D3
5082,East Yaraq Outpost,1,8,MainIcon,100668115,12D3
5083,North Yaraq Outpost,1,8,MainIcon,100668115,12D3
5084,Calling Stone,38,8,MainIcon,100672482,23E2
5085,Linkable Item Gen - 25 seconds,1,8,MainIcon,100667494,1066
5086,Linkable Monster Gen - 30 sec.,1,8,MainIcon,100667494,1066
5087,Healing Tonic,18,8,MainIcon,100670833,1D71
5088,Stale Bread,18,8,MainIcon,100667455,103F
5089,Old Cheese,18,8,MainIcon,100667458,1042
5090,Bruised Apple,18,8,MainIcon,100667465,1049
5091,Greeter,10,8,MainIcon,100667446,1036
5092,Greeter,10,8,MainIcon,100667446,1036
5093,Greeter,10,8,MainIcon,100667446,1036
5094,Training Master,10,8,MainIcon,100667446,1036
5095,Training Master,10,8,MainIcon,100667446,1036
5096,Training Master,10,8,MainIcon,100667446,1036
5097,EXIT SIGN,8,8,MainIcon,100668115,12D3
5098,SIGN 4: BUTTONS & PANELS,8,8,MainIcon,100668115,12D3
5099,SIGN 5: PICKING UP ITEMS ,8,8,MainIcon,100668115,12D3
5100,SIGN 6: ITEMS & TARGETS,8,8,MainIcon,100668115,12D3
5101,WIELDING ITEMS ,8,8,MainIcon,100668115,12D3
5102,COMBAT BAR ,8,8,MainIcon,100668115,12D3
5103,STATUS BARS ,8,8,MainIcon,100668115,12D3
